Gene,Method,Simulation,Sequences,Codons,LRT p-value,cAIC,w1,p1,w2,p2,w3,p3,CV(omega),SRV1,SRV_p1,SRV2,SRV_p2,SRV3,SRV_p3,CV(alpha)_calculated,CV(alpha)_simulated,DH_Rate,TH_Rate,TH_Rate_SI,BUSTEDS-MH_num_ER_Sites,BUSTEDS-MH_ER_Sites,BUSTEDS_num_ER_Sites,BUSTEDS_ER_Sites
4210.replicate.8,BUSTEDS-MH,null-2.0,21.0,5000.0,0.5,304005.1121810547,0.7949,0.0,1.0,1.0,1.3763,0.0,0.2277635098213867,0.0634,0.038,0.5652,0.429,1.4167,1.4167,0.819337637421664,2.0,0.0,0.0,0.431542863414641,,,,
4210.replicate.8,BUSTEDS-MH,null-2.3,21.0,5000.0,0.5,305757.6777197056,0.9952,1.0,0.9958,0.0,5.4737,0.0,0.8484106819633922,0.078,0.033,0.5876,0.4223,1.3757,1.3757,0.7845516328791501,2.3,0.0,0.004888509656214811,0.0,,,,
4210.replicate.9,BUSTEDS,null-2.0,21.0,5000.0,0.5,303562.4546738878,0.9965,0.9938,1.0,0.0033,1.0827,0.0029,0.03881113220138602,0.107,0.0498,0.6247,0.453,1.4315,1.4315,0.7558267935796176,2.0,,,,,,0.0,
4210.replicate.9,BUSTEDS,null-2.3,21.0,5000.0,0.5,304202.2077120375,0.9966,0.0,0.9982,1.0,1.4222,0.0,0.17581536940311454,0.0884,0.0457,0.6052,0.4093,1.3731,1.3731,0.7661567529599386,2.3,,,,,,,
4210.replicate.9,BUSTEDS-MH,null-2.0,21.0,5000.0,0.5,303568.587964728,0.9401,0.6509,1.0,0.0607,1.1241,0.2884,0.0750212166895985,0.1065,0.0496,0.6238,0.4526,1.4312,1.4312,0.7565746444118887,2.0,0.0,0.0,0.0,0.0,,,
4210.replicate.9,BUSTEDS-MH,null-2.3,21.0,5000.0,0.5,304208.2137257766,0.9298,0.0,0.9982,1.0,1.9646,0.0,0.3641626714706677,0.0878,0.0454,0.6046,0.4091,1.3725,1.3725,0.7668246216970821,2.3,0.0,0.0,0.0,,,,
4230.replicate.10,BUSTEDS,null-0.0,38.0,5000.0,0.4737785861019445,178562.7343789184,0.9964,0.0,1.0,0.843,1.0454,0.157,0.021992352461502055,0.2033,0.4177,1.1767,0.4984,3.9173,3.9173,0.8904957059939365,0.0,,,,,,0.0,
4230.replicate.10,BUSTEDS-MH,null-0.0,38.0,5000.0,0.5,178568.0573428808,0.9724,0.0,1.0,1.0,5.404,0.0,0.8469990943887029,0.2035,0.4175,1.1763,0.4986,3.9154,3.9154,0.8903486628504629,0.0,0.002424296069087667,0.0,0.0,,,,
4230.replicate.7,BUSTEDS,null-0.0,38.0,5000.0,0.5,176222.7777267112,0.557,0.0,0.9615,1.0,13.4457,0.0,1.1994084643337075,0.1811,0.3823,1.1266,0.5302,3.8108,3.8108,0.9011104191599537,0.0,,,,,,,
4230.replicate.7,BUSTEDS-MH,null-0.0,38.0,5000.0,0.5,176228.6230774995,0.9502,0.3007,0.9665,0.6993,2.1356,0.0,0.41087841487514976,0.1813,0.3824,1.1267,0.5301,3.8108,3.8108,0.901011485967551,0.0,0.0,0.0005381531098447927,0.0,,,,
4230.replicate.8,BUSTEDS,null-0.0,38.0,5000.0,0.2185495238645631,181819.1396000724,0.9566,0.1451,0.9966,0.043,1.0423,0.8119,0.035065262268835565,0.1761,0.3836,1.0905,0.5189,3.7611,3.7611,0.9075608857991581,0.0,,,,,,0.0,
4230.replicate.8,BUSTEDS-MH,null-0.0,38.0,5000.0,0.2216288173047275,181825.162028821,1.0,0.7095,1.0,0.0378,1.1109,0.2526,0.0504150837594189,0.1763,0.3838,1.091,0.5188,3.7611,3.7611,0.9073570587459646,0.0,0.0,0.0002102057235405334,0.0,0.0,,,
4270.replicate.10,BUSTEDS,null-0.0,38.0,5000.0,0.5,200426.2228892371,0.9856,0.9151,1.0,0.0704,1.0102,0.0145,0.010105728669371393,0.3448,0.5879,1.5204,0.3535,4.4293,4.4293,0.8182420720140325,0.0,,,,,,0.0,
4270.replicate.10,BUSTEDS-MH,null-0.0,38.0,5000.0,0.5,200432.2278415552,0.9872,0.0,0.9873,1.0,1.0117,0.0,0.01157917704884555,0.345,0.5881,1.5207,0.3532,4.428,4.428,0.8180171244124596,0.0,0.0,0.0,0.0,,,,
4270.replicate.7,BUSTEDS,null-0.0,38.0,5000.0,0.5,200393.8548548181,0.9912,1.0,0.9981,0.0,1.3527,0.0,0.15153491299373514,0.3093,0.5573,1.4994,0.3812,4.166,4.166,0.8096610078728149,0.0,,,,,,,
4270.replicate.7,BUSTEDS-MH,null-0.0,38.0,5000.0,0.5,200399.0625648108,0.9909,1.0,0.9994,0.0,1.0673,0.0,0.03354434810838337,0.3096,0.5576,1.5002,0.381,4.1664,4.1664,0.8094548217610683,0.0,0.0,0.00233550890710465,0.0,,,,
4270.replicate.8,BUSTEDS,null-0.0,38.0,5000.0,0.4767295262857436,198694.0191902966,0.9161,0.2652,0.9707,0.521,1.2102,0.2138,0.12373010817353511,0.3285,0.5734,1.4836,0.3552,3.9859,3.9859,0.7898510377608251,0.0,,,,,,0.0,
4270.replicate.8,BUSTEDS-MH,null-0.0,38.0,5000.0,0.4763625553751998,198694.6500169778,0.9047,0.0826,0.9816,0.7787,1.209,0.1388,0.1252175682025768,0.3282,0.5729,1.4816,0.3554,3.9771,3.9771,0.7894768797757932,0.0,0.0,0.0,0.1959021912902311,0.0,,,
4280.replicate.1,BUSTEDS,null-2.3,36.0,5000.0,0.1654525350748671,264168.5010124649,0.3644,0.0033,0.9878,0.9906,5.1044,0.0062,0.9771291408862136,0.4696,0.4299,1.3989,0.5064,1.4077,1.4077,0.40305695239003553,2.3,,,,,,0.0,
4280.replicate.1,BUSTEDS-MH,null-2.3,36.0,5000.0,0.252304793205823,264173.635497986,0.4316,0.0065,0.9862,0.9839,3.7746,0.0096,0.8451659918165665,0.4189,0.237,0.5558,0.203,1.407,1.407,0.5505918461684448,2.3,0.0,0.00171144881210913,0.06075410513526893,0.0,,,
4280.replicate.10,BUSTEDS,null-2.3,36.0,5000.0,0.3472224097781459,265520.3655106648,0.0,0.0006,0.9769,0.9993,110.6088,0.0001,1.3956832137417368,0.4366,0.4123,1.388,0.3992,1.4107,1.4107,0.42092477504016257,2.3,,,,,,0.0,
4280.replicate.10,BUSTEDS-MH,null-2.3,36.0,5000.0,0.4815993362589331,265516.8665438716,0.7388,0.2361,0.8531,0.1444,1.0994,0.6195,0.167725050017798,0.0,0.0147,0.4753,0.4175,1.4116,1.4116,0.9323827604550369,2.3,0.002995773968547498,0.0,0.02430797163885777,0.0,,,
4280.replicate.2,BUSTEDS,null-2.3,36.0,5000.0,0.5,266204.2845185412,0.0,0.0,0.9447,0.2754,1.0,0.7246,0.707963933792765,0.0927,0.0279,0.4685,0.3838,1.3898,1.3898,0.8379162084463824,2.3,,,,,,,
4280.replicate.2,BUSTEDS-MH,null-2.3,36.0,5000.0,0.5,266210.2843370425,0.9664,0.3709,0.9936,0.6291,1.0016,0.0,0.015261422897704524,0.108,0.032,0.4731,0.381,1.3906,1.3906,0.8209631269726412,2.3,0.0,0.0,0.0,,,,
4280.replicate.3,BUSTEDS,null-2.3,36.0,5000.0,0.5,269150.1056001981,0.9864,0.9665,0.9898,0.0335,1.0884,0.0,0.04630513931084729,0.0416,0.0131,0.4915,0.4308,1.4165,1.4165,0.8807376900468199,2.3,,,,,,,
4280.replicate.3,BUSTEDS-MH,null-2.3,36.0,5000.0,0.5,269160.3537247828,0.8862,0.0811,0.9237,0.0568,1.0,0.8621,0.05055362282594864,0.4549,0.4188,1.3515,0.4692,1.5655,1.5655,0.4280381216920482,2.3,0.0,0.0,0.0,,,,
4280.replicate.4,BUSTEDS,null-2.3,36.0,5000.0,0.1273813474612309,267182.4285713054,0.6002,0.3336,0.613,0.035,1.2253,0.6314,0.3588740447985454,0.1764,0.0594,0.5873,0.4523,1.4824,1.4824,0.728262424444658,2.3,,,,,,0.0,
4280.replicate.4,BUSTEDS-MH,null-2.3,36.0,5000.0,0.1349782435728713,267188.5175402093,0.4001,0.0674,1.0,0.9192,3.5975,0.0134,0.8329922460441284,0.1796,0.0609,0.5888,0.4513,1.4828,1.4828,0.7251626261885311,2.3,0.0,0.0,0.0,0.0,,,
4280.replicate.5,BUSTEDS,null-2.3,36.0,5000.0,0.1538469592784876,267907.0906980254,0.9026,0.45,0.9664,0.5053,2.3542,0.0447,0.4757716744032346,0.0523,0.0313,0.5458,0.4411,1.4361,1.4361,0.8444943565165229,2.3,,,,,,0.0,
4280.replicate.5,BUSTEDS-MH,null-2.3,36.0,5000.0,0.5,267907.978098956,0.0,0.0005,0.9938,0.9994,16.8724,0.0002,1.298005025012257,0.0505,0.0307,0.5467,0.442,1.4353,1.4353,0.8455466983561862,2.3,0.004676248166682659,0.003867030669461893,0.0,0.0,,,
4280.replicate.6,BUSTEDS,null-2.3,36.0,5000.0,0.5,265079.67838771,0.9689,0.1113,0.969,0.013,1.0057,0.8756,0.017656098900841608,0.4668,0.4421,1.419,0.5161,1.4668,1.4668,0.4121143855908368,2.3,,,,,,0.0,
4280.replicate.6,BUSTEDS-MH,null-2.3,36.0,5000.0,0.5,265084.2902144233,0.0919,0.0,1.0,1.0,12.9859,0.0,1.2521748133451243,0.4661,0.4407,1.398,0.4138,1.4857,1.4857,0.4131867172313304,2.3,0.0,0.001584718865512864,0.1778174662572199,,,,
4280.replicate.7,BUSTEDS,null-2.3,36.0,5000.0,0.5,265385.7123201573,0.9943,1.0,0.9994,0.0,1.1149,0.0,0.05374275172062809,0.4573,0.4249,1.401,0.5751,11.2527,11.2527,1.1170301529293734,2.3,,,,,,,
4280.replicate.7,BUSTEDS-MH,null-2.3,36.0,5000.0,0.5,265354.6794822564,0.6348,0.0,0.9944,1.0,4.0422,0.0,0.8085682330312641,0.0,0.0272,0.5453,0.4547,1.4516,1.4516,0.8994300763660825,2.3,0.0,0.0,0.08280148019057498,,,,
4280.replicate.8,BUSTEDS,null-2.3,36.0,5000.0,0.06794912264891284,265658.8195468335,0.4082,0.1533,0.9931,0.621,1.4489,0.2257,0.4483393636475033,0.452,0.42,1.3968,0.58,3.8853,3.8853,0.7576231394046674,2.3,,,,,,0.0,
4280.replicate.8,BUSTEDS-MH,null-2.3,36.0,5000.0,0.1579054964740405,265652.0354512031,0.6126,0.039,0.9825,0.9492,4.2066,0.0119,0.8346455953736123,0.0,0.0134,0.491,0.4293,1.4162,1.4162,0.923577934300708,2.3,0.001069681607388956,0.0,0.123873153791825,0.0,,,
4280.replicate.9,BUSTEDS,null-2.3,36.0,5000.0,0.333086588045476,263669.0789510367,0.9408,0.7761,0.9548,0.1348,1.6957,0.0892,0.29455330834175514,0.4558,0.3996,0.5983,0.0491,1.4302,1.4302,0.5189049928070566,2.3,,,,,,0.0,
4280.replicate.9,BUSTEDS-MH,null-2.3,36.0,5000.0,0.4801337599776463,263672.009599436,0.9096,0.4993,1.0,0.114,1.1361,0.3866,0.0916966674194356,0.4675,0.4447,1.4265,0.5553,1.6167,1.6167,0.42977563877341096,2.3,0.005275961069521846,0.0,0.0,0.0,,,
4290.replicate.10,BUSTEDS,null-0.0,37.0,5000.0,0.4550793243965481,159843.6477880024,0.9994,0.0,1.0,0.902,1.1055,0.098,0.048190150862831,0.4481,0.6799,1.8164,0.2823,4.8293,4.8293,0.7739746229898354,0.0,,,,,,0.0,
4290.replicate.10,BUSTEDS-MH,null-0.0,37.0,5000.0,0.4544023902871947,159849.6519193402,0.9758,0.0938,0.9867,0.4699,1.0435,0.4363,0.02962116646927758,0.448,0.6798,1.8158,0.2824,4.8307,4.8307,0.7742041305973203,0.0,0.0,0.0,0.0,0.0,,,
4290.replicate.7,BUSTEDS,null-0.0,37.0,5000.0,0.5,159519.6500042389,0.8783,0.1427,0.9415,0.0127,1.0152,0.8447,0.05919995773045416,0.4246,0.6648,1.7298,0.2889,4.703,4.703,0.7832486681560653,0.0,,,,,,0.0,
4290.replicate.7,BUSTEDS-MH,null-0.0,37.0,5000.0,0.5,159525.6353038944,0.9946,1.0,0.9994,0.0,1.537,0.0,0.2162837583583286,0.4253,0.6655,1.7328,0.2882,4.705,4.705,0.7827499162854507,0.0,0.0,0.0,0.0,,,,
4290.replicate.8,BUSTEDS,null-0.0,37.0,5000.0,0.4304249753027487,163319.825668583,0.9666,0.7537,0.9998,0.241,4.2949,0.0053,0.7480279753486648,0.3693,0.6001,1.4976,0.3342,4.2274,4.2274,0.7973011062992603,0.0,,,,,,0.0,
4290.replicate.8,BUSTEDS-MH,null-0.0,37.0,5000.0,0.4927762403398321,163325.5514803237,0.7618,0.1649,0.8082,0.3338,1.1881,0.5014,0.20771363679714833,0.3695,0.5999,1.4968,0.3344,4.2265,4.2265,0.7973067258115359,0.0,0.001539975228375067,0.0,0.0,0.0,,,
4292.replicate.7,BUSTEDS,null-0.0,35.0,5000.0,0.5,226381.4975752473,0.969,0.9876,0.9818,0.0124,3.7954,0.0,0.6940435518386017,0.2132,0.4631,1.0574,0.3675,3.0268,3.0268,0.82296322828494,0.0,,,,,,,
4292.replicate.7,BUSTEDS-MH,null-0.0,35.0,5000.0,0.5,226387.1405041698,0.3925,0.0,0.9693,1.0,5.1446,0.0,0.976274101282963,0.213,0.4623,1.0552,0.3682,3.0265,3.0265,0.823597525569268,0.0,0.0,0.001998289669015981,0.0,,,,
4292.replicate.8,BUSTEDS,null-0.0,35.0,5000.0,0.1221594520922826,223967.9313739458,0.7616,0.0,0.9566,0.9402,2.2132,0.0598,0.490873868196225,0.2057,0.4342,0.956,0.3826,2.9739,2.9739,0.8479597086614115,0.0,,,,,,0.0,
4292.replicate.8,BUSTEDS-MH,null-0.0,35.0,5000.0,0.1952153654662441,223974.6856892994,0.7425,0.1902,1.0,0.0002,1.0949,0.8096,0.15741594847304405,0.206,0.4343,0.9574,0.3828,2.9736,2.9736,0.847378802154501,0.0,0.001021266798089714,0.0,0.0,0.0,,,
4332.replicate.1,BUSTEDS,null-2.3,37.0,5000.0,0.5,398066.3714361991,0.5811,0.0361,0.7497,0.0257,1.0165,0.9382,0.22909549498752052,0.2112,0.1093,0.8798,0.7154,1.9823,1.9823,0.7128287931412328,2.3,,,,,,0.0,
4332.replicate.1,BUSTEDS-MH,null-2.3,37.0,5000.0,0.5,398072.3515768208,0.9562,0.6736,0.9985,0.1426,1.1192,0.1839,0.06740225420979352,0.2113,0.1093,0.8798,0.7153,1.9818,1.9818,0.7126719126349189,2.3,0.0001723952447474012,0.0,0.006891965241074999,0.0,,,
4332.replicate.10,BUSTEDS,null-2.3,37.0,5000.0,0.03361514271706018,397116.1862234626,1.0,0.214,1.0,0.7858,61.6379,0.0002,1.3475451039997157,0.2073,0.1107,0.8592,0.6877,1.9154,1.9154,0.7080821759220957,2.3,,,,,,0.0,
4332.replicate.10,BUSTEDS-MH,null-2.3,37.0,5000.0,0.1922113425704992,397123.8717534521,0.9805,0.1197,0.9866,0.204,1.0342,0.6763,0.023995758455744448,0.208,0.1107,0.8592,0.6871,1.9122,1.9122,0.7070076721847389,2.3,0.0005376965993502655,0.00244209054739947,0.0,0.0,,,
4332.replicate.2,BUSTEDS,null-2.3,37.0,5000.0,0.5,396678.2865198538,0.0,0.0036,1.0,0.9964,3.8298,0.0,1.0074351389025031,0.2084,0.1076,0.8695,0.7003,1.9196,1.9196,0.7051733114832818,2.3,,,,,,,
4332.replicate.2,BUSTEDS-MH,null-2.3,37.0,5000.0,0.4764510925068144,396684.1874336965,0.6673,0.1541,0.8913,0.0199,1.0677,0.826,0.1871612439733922,0.2074,0.1069,0.8684,0.7003,1.9181,1.9181,0.7058092237509065,2.3,0.0,0.0,0.0,0.0,,,
4332.replicate.3,BUSTEDS,null-2.3,37.0,5000.0,0.4937037565446546,399094.0840947248,1.0,0.3767,1.0,0.4788,1.0168,0.1444,0.007875493187439634,0.233,0.119,0.8877,0.7049,1.9679,1.9679,0.6948151558609412,2.3,,,,,,0.0,
4332.replicate.3,BUSTEDS-MH,null-2.3,37.0,5000.0,0.5,399100.1147868136,0.9254,0.0,1.0,1.0,1.0064,0.0,0.03762353127276646,0.2329,0.1189,0.8874,0.7047,1.9669,1.9669,0.69476067221954,2.3,0.0,0.0,0.0,,,,
4332.replicate.4,BUSTEDS,null-2.3,37.0,5000.0,0.474654860502871,398679.236340704,0.998,0.0,1.0,0.8643,1.0302,0.1357,0.014593290363465437,0.2301,0.1151,0.8613,0.6807,1.896,1.896,0.6896148545448911,2.3,,,,,,0.0,
4332.replicate.4,BUSTEDS-MH,null-2.3,37.0,5000.0,0.5,398685.0199489756,0.935,0.0,1.0,1.0,9.3111,0.0,1.0492438109624287,0.23,0.1149,0.8611,0.6806,1.8954,1.8954,0.689609767350098,2.3,0.0,0.0,0.04374946223785441,,,,
4332.replicate.5,BUSTEDS,null-2.3,37.0,5000.0,0.2334165863337971,396860.0767465748,1.0,0.526,1.0,0.0004,1.033,0.4736,0.01538709118309002,0.2201,0.111,0.8762,0.7041,1.9399,1.9399,0.7001988591998737,2.3,,,,,,0.0,
4332.replicate.5,BUSTEDS-MH,null-2.3,37.0,5000.0,0.5,396867.2469816425,0.9638,0.0,1.0,1.0,13.3,0.0,1.1412938128667693,0.22,0.1109,0.8761,0.7042,1.94,1.94,0.7003081713912557,2.3,0.0,0.001704124045229186,0.0,,,,
4332.replicate.6,BUSTEDS,null-2.3,37.0,5000.0,0.5,399584.4753591826,0.9967,1.0,0.9994,0.0,1.1858,0.0,0.08345302722121005,0.2141,0.102,0.8639,0.7098,1.9395,1.9395,0.7073791117931177,2.3,,,,,,,
4332.replicate.6,BUSTEDS-MH,null-2.3,37.0,5000.0,0.5,399583.7575537539,0.131,0.0,0.9971,1.0,13.483,0.0,1.2525355118152421,0.2142,0.1019,0.864,0.7101,1.9397,1.9397,0.7073288361395971,2.3,0.001247023049599713,0.0,0.2716767487776531,,,,
4332.replicate.7,BUSTEDS,null-2.3,37.0,5000.0,0.5,397961.500918676,0.9778,0.9897,0.9883,0.0103,2.0323,0.0,0.3711282772448698,0.2143,0.1062,0.8825,0.7188,1.9592,1.9592,0.7056577998927415,2.3,,,,,,,
4332.replicate.7,BUSTEDS-MH,null-2.3,37.0,5000.0,0.5,397967.4242247736,0.872,0.0244,0.8787,0.1542,1.0,0.8214,0.06415552554118338,0.2142,0.1061,0.8824,0.7188,1.9588,1.9588,0.7056679046219536,2.3,0.0,0.000350810904787175,0.006953807667839169,,,,
4332.replicate.8,BUSTEDS,null-2.3,37.0,5000.0,0.09165071096351679,396681.7924841571,0.4472,0.1275,0.7407,0.0054,1.1,0.8671,0.35004420806067416,0.2313,0.1091,0.8768,0.7103,1.9489,1.9489,0.6951716138856039,2.3,,,,,,0.0,
4332.replicate.8,BUSTEDS-MH,null-2.3,37.0,5000.0,0.09162749336688991,396687.8138392268,0.8002,0.494,0.8872,0.0751,1.2829,0.4309,0.21216571615926255,0.2312,0.1091,0.8766,0.7102,1.9487,1.9487,0.6952489540471586,2.3,0.0,0.0,0.0,0.0,,,
4332.replicate.9,BUSTEDS,null-2.3,37.0,5000.0,0.3416136627195047,396383.4629563017,1.0,0.6796,1.0,0.1529,1.0663,0.1675,0.030578338448728513,0.2184,0.1119,0.8728,0.7045,1.9643,1.9643,0.7070869595945135,2.3,,,,,,0.0,
4332.replicate.9,BUSTEDS-MH,null-2.3,37.0,5000.0,0.341083752841998,396389.2259215951,1.0,0.0221,1.0,0.8089,1.0623,0.1689,0.02877102339282365,0.2184,0.1118,0.8727,0.7046,1.9642,1.9642,0.7070968833655707,2.3,0.0,0.001003497489611624,0.0,0.0,,,
4353.replicate.1,BUSTEDS,null-2.3,28.0,5000.0,0.5,277785.880984821,0.9771,0.9608,1.0,0.0129,1.1769,0.0263,0.08492061388347957,0.0065,0.0669,0.4612,0.2851,1.3396,1.3396,0.918479582967336,2.3,,,,,,0.0,
4353.replicate.1,BUSTEDS-MH,null-2.3,28.0,5000.0,0.5,277791.0842895132,0.3517,0.0,0.9827,1.0,12.8625,0.0,1.2160446700248309,0.0067,0.067,0.4613,0.2847,1.3393,1.3393,0.9181251317134412,2.3,0.0,0.0,0.1164623253951286,,,,
4353.replicate.10,BUSTEDS,null-2.3,28.0,5000.0,0.2974070117283314,278311.2972200606,0.9677,0.9981,0.9986,0.0,7.6791,0.0019,0.9817715102710869,0.0,0.0554,0.4525,0.2992,1.3396,1.3396,0.9314216020352105,2.3,,,,,,0.0,
4353.replicate.10,BUSTEDS-MH,null-2.3,28.0,5000.0,0.3093164091825575,278317.0996717556,0.9638,0.9961,0.9979,0.0,5.2732,0.0039,0.8390500560757632,0.0,0.0553,0.4523,0.299,1.3393,1.3393,0.9314872370666597,2.3,0.0,0.001070766670047603,0.0,0.0,,,
4353.replicate.2,BUSTEDS,null-2.0,28.0,5000.0,0.1809131515973718,275643.5167691908,1.0,0.0146,1.0,0.9853,111.1918,0.0001,1.3767316892416552,0.0,0.0661,0.481,0.2997,1.3495,1.3495,0.9152426954985868,2.0,,,,,,0.0,
4353.replicate.2,BUSTEDS,null-2.3,28.0,5000.0,0.5,274598.6570935185,0.7829,0.0,1.0,1.0,4.0537,0.0,0.7675691805184873,0.0,0.0604,0.4366,0.2889,1.343,1.343,0.9429328841222673,2.3,,,,,,,
4353.replicate.2,BUSTEDS-MH,null-2.0,28.0,5000.0,0.2775677671619128,275648.5687822139,0.99,0.5511,1.0,0.1019,1.0662,0.3469,0.0331896199687929,0.0,0.0662,0.4808,0.2992,1.3491,1.3491,0.9152786789092612,2.0,0.0,0.002976810743524756,0.0,0.0,,,
4353.replicate.2,BUSTEDS-MH,null-2.3,28.0,5000.0,0.4709572620614741,274604.5438306115,0.9317,0.4093,0.9499,0.3209,1.1895,0.2698,0.1147538485352381,0.0,0.0603,0.4358,0.2885,1.3425,1.3425,0.9433713791572447,2.3,0.0,0.0,0.0,0.0,,,
4353.replicate.3,BUSTEDS,null-2.3,28.0,5000.0,0.3786625615128193,274744.182207026,1.0,0.6188,1.0,0.3207,1.1976,0.0605,0.08739323240083924,0.0216,0.0878,0.536,0.3153,1.3889,1.3889,0.8690537647965975,2.3,,,,,,0.0,
4353.replicate.3,BUSTEDS-MH,null-2.3,28.0,5000.0,0.5,274750.7452481249,0.7331,0.0,1.0,1.0,1.1156,0.0,0.16868255086466846,0.0216,0.0878,0.536,0.3153,1.3889,1.3889,0.8690537647965975,2.3,0.0,0.0,0.0,,,,
4353.replicate.4,BUSTEDS,null-2.3,28.0,5000.0,0.2381764206402994,276751.1363733181,0.0,0.0302,1.0,0.8093,1.1972,0.1604,0.7155995759190678,0.0529,0.0909,0.5343,0.2963,1.3656,1.3656,0.8329828917575713,2.3,,,,,,0.0,
4353.replicate.4,BUSTEDS-MH,null-2.3,28.0,5000.0,0.4296672168490148,276758.2347845633,0.9073,0.0,0.9153,0.8484,1.4851,0.1516,0.24534718729778554,0.0527,0.0907,0.5338,0.2964,1.3656,1.3656,0.8334497287920418,2.3,0.0,0.0003139587407668758,0.0,0.0,,,
4353.replicate.5,BUSTEDS,null-2.3,28.0,5000.0,0.3809322557794169,274934.2540201978,0.783,0.2947,0.9168,0.1707,1.1647,0.5346,0.16561221317471034,0.0,0.0551,0.4545,0.2934,1.3302,1.3302,0.9279744636401019,2.3,,,,,,0.0,
4353.replicate.5,BUSTEDS-MH,null-2.3,28.0,5000.0,0.4670510443919865,274938.2854925928,0.9511,0.1166,0.9932,0.7914,1.1853,0.0921,0.09771782042107323,0.0,0.055,0.4552,0.2932,1.3295,1.3295,0.927352583883043,2.3,0.00388881024295449,0.0003507300587873559,0.0,0.0,,,
4353.replicate.6,BUSTEDS,null-2.3,28.0,5000.0,0.2721386033629727,280015.4038265623,0.9537,0.7184,0.9993,0.2412,2.0614,0.0404,0.38244729171581476,0.0197,0.0801,0.4862,0.2759,1.3421,1.3421,0.888983598748017,2.3,,,,,,0.0,
4353.replicate.6,BUSTEDS-MH,null-2.3,28.0,5000.0,0.3900665407108467,280019.845379899,0.549,0.0985,0.7696,0.0824,1.0878,0.8191,0.2757195613031905,0.0175,0.0782,0.4814,0.2752,1.3397,1.3397,0.8937216151330084,2.3,0.002787280163080737,0.001184737059865615,0.0,0.0,,,
4353.replicate.7,BUSTEDS,null-2.3,28.0,5000.0,0.3674422677782887,277451.4201047876,1.0,0.9686,1.0,0.0053,1.4856,0.0261,0.1970226376774085,0.0,0.0588,0.4679,0.3075,1.351,1.351,0.9238964409007028,2.3,,,,,,0.0,
4353.replicate.7,BUSTEDS-MH,null-2.3,28.0,5000.0,0.5,277457.2213794269,0.537,0.0,1.0,1.0,3.1553,0.0,0.7294386126325685,0.0,0.0587,0.468,0.3074,1.3507,1.3507,0.9237651726189001,2.3,0.0006033445982651297,0.0008108507937453104,0.12340662783323,,,,
4353.replicate.8,BUSTEDS,null-2.3,28.0,5000.0,0.3910368032569799,278745.3307152216,0.9224,0.1056,0.9281,0.3335,1.0796,0.561,0.0745351581809236,0.0126,0.066,0.5013,0.2966,1.3343,1.3343,0.8856999760054941,2.3,,,,,,0.0,
4353.replicate.8,BUSTEDS-MH,null-2.3,28.0,5000.0,0.3883397380894648,278751.3288810772,0.8025,0.1028,0.9328,0.052,1.0435,0.8452,0.10633680503399462,0.0127,0.0661,0.5018,0.2969,1.3346,1.3346,0.8853657914066394,2.3,0.0,0.0,0.0,0.0,,,
4353.replicate.9,BUSTEDS,null-2.0,28.0,5000.0,0.5,277426.2859890951,0.7134,0.0,0.9773,1.0,1.3524,0.0,0.2584706742763764,0.0191,0.0782,0.515,0.3,1.3574,1.3574,0.8761762516669194,2.0,,,,,,,
4353.replicate.9,BUSTEDS,null-2.3,28.0,5000.0,0.3694686955324759,277954.2985711795,0.8405,0.0357,0.8526,0.1753,1.058,0.789,0.10883008185810221,0.0353,0.0803,0.4475,0.248,1.3193,1.3193,0.891072640380548,2.3,,,,,,0.0,
4353.replicate.9,BUSTEDS-MH,null-2.0,28.0,5000.0,0.5,277431.1788085258,0.9617,0.5698,0.9801,0.0219,1.0,0.4082,0.01594932309104402,0.017,0.0767,0.5101,0.2988,1.3552,1.3552,0.8807021815474917,2.0,0.003242675331192394,0.0,0.0,,,,
4353.replicate.9,BUSTEDS-MH,null-2.3,28.0,5000.0,0.3656454805854786,277960.2916079824,1.0,0.0198,1.0,0.9569,1.5388,0.0232,0.2153210883369005,0.0372,0.0818,0.4514,0.2479,1.3203,1.3203,0.8867402606111584,2.3,0.0,0.0,0.0,0.0,,,
4362.replicate.1,BUSTEDS,null-0.25,37.0,5000.0,0.1807633535592815,162039.4668667772,0.7495,0.3742,0.8762,0.3385,1.5292,0.2873,0.32485571685994646,0.2808,0.5597,1.1363,0.4336,52.2743,52.2743,1.3583648343717187,0.25,,,,,,0.0,
4362.replicate.1,BUSTEDS-MH,null-0.25,37.0,5000.0,0.4332174965340908,162046.6413394684,0.8448,0.0193,0.9909,0.9714,3.8518,0.0093,0.7302133400124472,0.2502,0.5504,1.017,0.4407,46.2853,46.2853,1.3578273159180931,0.25,0.004351716170590103,0.0,0.0,0.0,,,
4362.replicate.10,BUSTEDS,null-0.25,37.0,5000.0,0.1978807549900413,159055.1414764243,0.9108,0.0802,0.9671,0.0052,1.0452,0.9147,0.056558421036826075,0.3461,0.5905,1.3179,0.4045,52.0548,52.0548,1.3486852927403297,0.25,,,,,,0.0,
4362.replicate.10,BUSTEDS-MH,null-0.25,37.0,5000.0,0.5,159063.6217856434,0.607,0.0,1.0,1.0,2.7116,0.0,0.6347084134546845,0.3364,0.5951,1.2766,0.3991,50.0978,50.0978,1.348227741709048,0.25,0.0,0.0,0.0,,,,
