Gene,Method,Simulation,Sequences,Codons,LRT p-value,cAIC,w1,p1,w2,p2,w3,p3,CV(omega),SRV1,SRV_p1,SRV2,SRV_p2,SRV3,SRV_p3,CV(alpha)_calculated,CV(alpha)_simulated,DH_Rate,TH_Rate,TH_Rate_SI,BUSTEDS-MH_num_ER_Sites,BUSTEDS-MH_ER_Sites,BUSTEDS_num_ER_Sites,BUSTEDS_ER_Sites
1027.replicate.8,BUSTEDS-MH,null-2.3,29.0,5000.0,0.5,325673.3831851464,0.7696,0.0,0.9976,1.0,1.0947,0.0,0.1428357485396819,0.1086,0.0524,0.6913,0.539,1.5214,1.5214,0.7492096433520302,2.3,4.607284302676056e-05,0.004423063764449332,0.0,,,,
1027.replicate.9,BUSTEDS,null-2.0,29.0,5000.0,0.5,323467.5078588721,0.9756,1.0,0.9945,0.0,1.1571,0.0,0.0781574680119453,0.1584,0.0809,0.7163,0.5221,1.5447,1.5447,0.706209686901295,2.0,,,,,,,
1027.replicate.9,BUSTEDS,null-2.3,29.0,5000.0,0.5,323854.3324662645,0.9532,0.4161,0.9712,0.1908,1.0646,0.3931,0.04900764662621157,0.1266,0.0619,0.686,0.5368,1.5547,1.5547,0.7445947342132376,2.3,,,,,,0.0,
1027.replicate.9,BUSTEDS-MH,null-2.0,29.0,5000.0,0.5,323473.4558648137,0.2306,0.0,0.9761,1.0,13.8595,0.0,1.2457851535643898,0.1587,0.0811,0.7169,0.5224,1.5452,1.5452,0.705888751789661,2.0,0.0,0.0,0.0326910660007058,,,,
1027.replicate.9,BUSTEDS-MH,null-2.3,29.0,5000.0,0.5,323859.9374104724,0.8868,0.1279,0.9381,0.0715,1.0246,0.8006,0.0598685275388762,0.1268,0.062,0.6863,0.5368,1.5547,1.5547,0.7443200361583346,2.3,0.0,0.00112496847002008,0.0,0.0,,,
1038.replicate.1,BUSTEDS,null-0.0,37.0,5000.0,0.01832138432820013,173625.7865670364,0.7846,0.347,0.99,0.6363,5.2524,0.0168,0.8792240205071404,0.3114,0.4995,1.3363,0.4477,4.6635,4.6635,0.883077764278231,0.0,,,,,,0.0,
1038.replicate.1,BUSTEDS-MH,null-0.0,37.0,5000.0,0.04594573786270911,173631.7534418452,0.4061,0.1215,0.9901,0.858,4.4793,0.0204,0.9182277055481706,0.3114,0.4996,1.3363,0.4476,4.6634,4.6634,0.8830699241354969,0.0,0.0,0.0004815386987784403,0.0,0.0,,,
1038.replicate.10,BUSTEDS,null-0.0,37.0,5000.0,0.2573316421347679,169767.5543399272,0.3909,0.0696,0.5331,0.2311,1.2058,0.6993,0.500616044736453,0.3162,0.5124,1.3657,0.4382,4.851,4.851,0.890096269680621,0.0,,,,,,0.0,
1038.replicate.10,BUSTEDS-MH,null-0.0,37.0,5000.0,0.4951926164627939,169768.4871257177,0.5423,0.1249,0.7863,0.0041,1.0552,0.871,0.26362041610789877,0.3181,0.513,1.3666,0.4377,4.8443,4.8443,0.8888754146734235,0.0,0.005899602351426859,0.0,0.0,0.0,,,
1038.replicate.2,BUSTEDS,null-0.0,37.0,5000.0,0.3195617509908622,169691.278990362,0.8608,0.6263,1.0,0.3314,2.2786,0.0423,0.4624461458676941,0.3656,0.5638,1.4424,0.3863,4.7468,4.7468,0.8531562920837472,0.0,,,,,,0.0,
1038.replicate.2,BUSTEDS-MH,null-0.0,37.0,5000.0,0.4004975699639292,169697.2887828095,0.9137,0.8837,1.0,0.0873,2.4603,0.029,0.4866997880710272,0.3658,0.5639,1.4428,0.3863,4.7459,4.7459,0.8529525477386287,0.0,0.0008169521851785735,0.0,0.0,0.0,,,
1038.replicate.3,BUSTEDS,null-0.0,37.0,5000.0,0.5,170681.6137586028,0.9688,0.3013,0.9727,0.0197,1.0016,0.679,0.01491256791162494,0.3052,0.4724,1.2781,0.4698,4.4175,4.4175,0.8772746514004922,0.0,,,,,,0.0,
1038.replicate.3,BUSTEDS-MH,null-0.0,37.0,5000.0,0.5,170687.6250011859,0.9572,0.153,0.9968,0.8291,1.0,0.0179,0.01976887617119329,0.3055,0.4728,1.2785,0.4693,4.4168,4.4168,0.8770382419979446,0.0,0.0,0.0,0.0,,,,
1038.replicate.4,BUSTEDS,null-0.0,37.0,5000.0,0.5,171125.1730204045,0.9286,1.0,0.9947,0.0,5.6723,0.0,0.8771337339821415,0.3588,0.551,1.3939,0.4005,5.0303,5.0303,0.8860097927817268,0.0,,,,,,,
1038.replicate.4,BUSTEDS-MH,null-0.0,37.0,5000.0,0.5,171131.1756111157,0.8396,0.0046,0.8544,0.4759,1.0,0.5195,0.08059858434419326,0.3586,0.5507,1.3936,0.4008,5.0319,5.0319,0.8862393022148178,0.0,0.0,0.0007414759047012341,0.0,,,,
1038.replicate.5,BUSTEDS,null-0.0,37.0,5000.0,0.5,172056.5667891938,0.9782,1.0,0.9994,0.0,1.8914,0.0,0.3299904901196556,0.3392,0.5396,1.3853,0.4066,4.7124,4.7124,0.8689957981986487,0.0,,,,,,,
1038.replicate.5,BUSTEDS-MH,null-0.0,37.0,5000.0,0.4562590560767481,172062.3898716056,0.9625,0.0,0.9768,0.9999,26.515,0.0001,1.2696353335295087,0.3391,0.5396,1.3851,0.4066,4.7146,4.7146,0.8692374543094493,0.0,0.0,0.0,0.0,0.0,,,
1038.replicate.6,BUSTEDS,null-0.0,37.0,5000.0,0.5,168033.3408317334,0.9832,1.0,0.9972,0.0,2.0038,0.0,0.3598085972516395,0.3251,0.4965,1.3362,0.4505,4.4694,4.4694,0.8633388400574049,0.0,,,,,,,
1038.replicate.6,BUSTEDS-MH,null-0.0,37.0,5000.0,0.5,168039.3769059401,0.9087,0.0549,0.92,0.158,1.0016,0.7872,0.04386949912318463,0.3251,0.4965,1.3359,0.4505,4.4679,4.4679,0.8632755085441809,0.0,0.0,0.0,0.0,0.0,,,
1038.replicate.7,BUSTEDS,null-0.0,37.0,5000.0,0.5,171355.4013036637,0.9517,0.0,0.9903,1.0,1.5446,0.0,0.23305492327956837,0.3319,0.5236,1.3773,0.4197,4.3748,4.3748,0.8448918083994794,0.0,,,,,,,
1038.replicate.7,BUSTEDS-MH,null-0.0,37.0,5000.0,0.5,171361.4313882198,0.9718,0.9266,1.0,0.014,1.2533,0.0594,0.11774351736638068,0.3317,0.5234,1.3767,0.4198,4.3741,4.3741,0.8450125539624533,0.0,0.0,0.0,0.0,0.0,,,
1038.replicate.8,BUSTEDS,null-0.0,37.0,5000.0,0.4006369626094481,169502.6551755496,0.9802,0.7573,1.0,0.0892,1.2008,0.1536,0.09398300233431847,0.3354,0.5383,1.4212,0.4121,4.7163,4.7163,0.8633356160372196,0.0,,,,,,0.0,
1038.replicate.8,BUSTEDS-MH,null-0.0,37.0,5000.0,0.3993372046285665,169508.6300252883,1.0,0.0026,1.0,0.9429,1.2799,0.0545,0.12068611119492342,0.3353,0.5381,1.4206,0.4123,4.7156,4.7156,0.8634255812720123,0.0,0.0,0.0003873138999051383,0.0,0.0,,,
1038.replicate.9,BUSTEDS,null-0.0,37.0,5000.0,0.5,170869.6633215633,0.9095,0.1857,0.9589,0.0198,1.0236,0.7944,0.04846526613034844,0.3165,0.4976,1.3343,0.4498,4.6059,4.6059,0.8774322266227819,0.0,,,,,,0.0,
1038.replicate.9,BUSTEDS-MH,null-0.0,37.0,5000.0,0.5,170875.631847194,0.8773,0.0987,0.9419,0.0119,1.0153,0.8894,0.05966812476616899,0.3164,0.4976,1.3344,0.4498,4.6048,4.6048,0.8773532294431725,0.0,0.0,0.000309535167945295,0.0,0.0,,,
10646.replicate.1,BUSTEDS,null-0.5,38.0,5000.0,0.5,181315.652687247,0.8871,0.1433,0.9685,0.4816,1.0624,0.3751,0.07363935597306692,0.5773,0.8072,2.3914,0.1909,41.6644,41.6644,1.2740901236775102,0.5,,,,,,0.0,
10646.replicate.1,BUSTEDS-MH,null-0.5,38.0,5000.0,0.5,181319.8313626067,0.8846,0.1819,0.9489,0.0095,1.0175,0.8087,0.05710171523822063,0.5646,0.8062,2.3377,0.1914,40.8186,40.8186,1.2743634682083058,0.5,0.0,0.0,0.1999026743671359,0.0,,,
10646.replicate.10,BUSTEDS,null-0.5,38.0,5000.0,0.4888316307863413,184481.4093106226,0.8151,0.1711,0.886,0.0621,1.0599,0.7669,0.11174826765338329,0.545,0.7956,2.2268,0.2018,45.5118,45.5118,1.2931395113187607,0.5,,,,,,0.0,
10646.replicate.10,BUSTEDS-MH,null-0.5,38.0,5000.0,0.5,184481.4479755149,0.9681,0.0,1.0,1.0,11.3558,0.0,1.100872983740387,0.5448,0.7962,2.223,0.2011,45.2993,45.2993,1.292771059002918,0.5,0.005848255556205099,0.0008476724874422559,0.0,,,,
10646.replicate.2,BUSTEDS,null-0.5,38.0,5000.0,0.5,184482.9823615093,0.9772,0.9665,0.9839,0.0335,1.0683,0.0,0.04105375438538199,0.5613,0.7915,2.3024,0.2066,43.3234,43.3234,1.283517744246149,0.5,,,,,,,
10646.replicate.2,BUSTEDS-MH,null-0.5,38.0,5000.0,0.5,184488.9520084129,0.9108,0.1543,0.9467,0.1608,1.0,0.6849,0.038473452863344144,0.5578,0.7916,2.2885,0.2064,43.1167,43.1167,1.2836775498027742,0.5,0.0,0.0,0.0,,,,
10646.replicate.3,BUSTEDS,null-0.5,38.0,5000.0,0.3564625969463129,181517.1982021834,0.9253,0.0111,0.9593,0.9887,23.7226,0.0002,1.2580928850805704,0.5763,0.814,2.3305,0.1836,43.7458,43.7458,1.282866556775507,0.5,,,,,,0.0,
10646.replicate.3,BUSTEDS-MH,null-0.5,38.0,5000.0,0.5,181523.9219738586,0.8482,0.1246,0.8902,0.173,1.0,0.7024,0.0701132504348688,0.5751,0.814,2.325,0.1836,43.6255,43.6255,1.2828117338177467,0.5,0.0,0.0,0.0,,,,
10646.replicate.4,BUSTEDS,null-0.5,38.0,5000.0,0.5,182844.0156037806,0.917,0.2043,0.9537,0.6071,1.2067,0.1886,0.12555087503440432,0.5332,0.8007,2.255,0.1962,41.5129,41.5129,1.2815872856702935,0.5,,,,,,0.0,
10646.replicate.4,BUSTEDS-MH,null-0.5,38.0,5000.0,0.5,182850.0920832649,0.7734,0.083,0.8253,0.2314,1.0786,0.6856,0.14940496955715385,0.5279,0.8005,2.2328,0.1961,41.1925,41.1925,1.2818540756574437,0.5,0.0,0.0,0.0,0.0,,,
10646.replicate.5,BUSTEDS,null-0.5,38.0,5000.0,0.4874893230172799,181333.0987636991,0.7752,0.136,0.9666,0.7125,1.3779,0.1515,0.2418031623885456,0.5789,0.8064,2.4985,0.1925,46.5688,46.5688,1.2835939280448767,0.5,,,,,,0.0,
10646.replicate.5,BUSTEDS-MH,null-0.5,38.0,5000.0,0.5,181337.4828065016,0.8415,0.0919,0.8948,0.0597,1.028,0.8484,0.08512046134026009,0.5775,0.8066,2.4904,0.1922,46.1079,46.1079,1.2827570819514935,0.5,0.003024937669081232,0.0,0.0,0.0,,,
10646.replicate.6,BUSTEDS,null-0.5,38.0,5000.0,0.5,183024.1742094043,0.8919,0.0753,0.8967,0.4402,1.0,0.4845,0.053646248222453854,0.5656,0.8031,2.3598,0.1948,42.7946,42.7946,1.2793837259938978,0.5,,,,,,,
10646.replicate.6,BUSTEDS-MH,null-0.5,38.0,5000.0,0.5,183030.1443183375,0.9188,0.6411,0.9657,0.1254,1.0095,0.2335,0.03839184016493756,0.5668,0.8033,2.3646,0.1948,42.82,42.82,1.279201198213697,0.5,0.0,0.0,0.0,0.0,,,
10646.replicate.7,BUSTEDS,null-0.5,38.0,5000.0,0.5,187470.1747354147,0.8836,0.4659,0.932,0.1221,1.0868,0.412,0.08957828000169486,0.5318,0.7871,2.1272,0.2098,42.7878,42.7878,1.2908156419019605,0.5,,,,,,0.0,
10646.replicate.7,BUSTEDS-MH,null-0.5,38.0,5000.0,0.5,187475.7545779492,0.915,0.2919,0.9989,0.7013,1.0,0.0068,0.04098902971024471,0.5283,0.7869,2.1116,0.2097,42.3646,42.3646,1.2904994399987304,0.5,0.001412846112216486,0.0,0.0,,,,
10646.replicate.8,BUSTEDS,null-0.5,38.0,5000.0,0.3187047113177648,185019.9780482684,0.9207,0.0755,0.9697,0.012,1.0303,0.9125,0.0460445835612498,0.5634,0.7925,2.4195,0.2062,40.2568,40.2568,1.2689633445908444,0.5,,,,,,0.0,
10646.replicate.8,BUSTEDS-MH,null-0.5,38.0,5000.0,0.3231289807009257,185026.0060414424,0.9317,0.2135,0.9771,0.1141,1.0569,0.6724,0.05235033971153188,0.5624,0.7923,2.4145,0.2063,40.2184,40.2184,1.2691050012973217,0.5,0.0,0.0,0.0,0.0,,,
10646.replicate.9,BUSTEDS,null-0.5,38.0,5000.0,0.4910146478911536,180905.8288111402,0.9629,0.7981,1.0,0.1697,1.9732,0.0323,0.356515873908382,0.594,0.8151,2.4671,0.1836,47.5383,47.5383,1.286679563177786,0.5,,,,,,0.0,
10646.replicate.9,BUSTEDS-MH,null-0.5,38.0,5000.0,0.5,180911.8239872301,0.908,0.3957,0.9129,0.3761,1.3101,0.2282,0.18052453217698958,0.5968,0.8147,2.478,0.1841,47.8978,47.8978,1.2870439531373838,0.5,0.0,0.0,0.0,0.0,,,
10657.replicate.1,BUSTEDS,null-0.0,39.0,5000.0,0.3934580234492011,156176.4783588886,0.9069,0.5196,1.0,0.4604,2.7121,0.02,0.5390169024693597,0.2541,0.4522,1.2814,0.4968,4.8681,4.8681,0.9266189079954136,0.0,,,,,,0.0,
10657.replicate.1,BUSTEDS-MH,null-0.0,39.0,5000.0,0.3846056324224433,156182.4270933547,0.8666,0.6183,0.9301,0.253,1.6677,0.1287,0.31486005733103006,0.2536,0.4516,1.2798,0.4973,4.8675,4.8675,0.9270623314890551,0.0,0.0,0.0,0.0,0.0,,,
10657.replicate.10,BUSTEDS,null-0.0,39.0,5000.0,0.4135216494637491,157451.3652459136,0.9927,0.5308,1.0,0.2435,1.083,0.2257,0.03994776045142134,0.237,0.4128,1.2225,0.5309,4.4905,4.4905,0.916595212413446,0.0,,,,,,0.0,
10657.replicate.10,BUSTEDS-MH,null-0.0,39.0,5000.0,0.4127562702347567,157456.4355105846,0.9797,0.3582,1.0,0.0385,1.0375,0.6033,0.023805989687630976,0.237,0.4125,1.2217,0.5311,4.4901,4.4901,0.9167436719347286,0.0,0.0,0.001134271731534629,0.0,0.0,,,
10657.replicate.2,BUSTEDS,null-0.0,39.0,5000.0,0.1236818082991012,153914.9749089497,0.8586,0.021,0.9294,0.9787,72.5242,0.0002,1.3631737107457915,0.3011,0.4838,1.3371,0.4684,4.7735,4.7735,0.8943807550694276,0.0,,,,,,0.0,
10657.replicate.2,BUSTEDS-MH,null-0.0,39.0,5000.0,0.5,153919.8427815536,0.7078,0.2298,0.8447,0.005,1.0015,0.7652,0.14094858810825253,0.3015,0.4819,1.3324,0.47,4.7463,4.7463,0.8931649975618944,0.0,0.004207315525967609,0.003282370340898657,0.0,0.0,,,
10657.replicate.3,BUSTEDS,null-0.0,39.0,5000.0,0.3851734415495811,155252.2344277033,0.9994,0.0,1.0,0.6803,1.0545,0.3197,0.025378167936085844,0.2887,0.5018,1.3693,0.451,5.0343,5.0343,0.9104001712602945,0.0,,,,,,0.0,
10657.replicate.3,BUSTEDS-MH,null-0.0,39.0,5000.0,0.383523852313896,155255.3311250864,0.9978,0.0816,1.0,0.0178,1.0208,0.9006,0.010298900632831233,0.2904,0.5031,1.3713,0.4498,5.038,5.038,0.9097877078202308,0.0,0.004363303653803509,0.0,0.0,0.0,,,
10657.replicate.4,BUSTEDS,null-0.0,39.0,5000.0,0.3798551537800535,155911.9369510581,0.6977,0.0155,0.7025,0.398,1.1981,0.5865,0.27106296016156617,0.3195,0.4818,1.3404,0.4781,5.1189,5.1189,0.9135869840379227,0.0,,,,,,0.0,
10657.replicate.4,BUSTEDS-MH,null-0.0,39.0,5000.0,0.3070586162088885,155917.1665356024,0.9248,0.0111,0.9647,0.9829,6.0,0.006,0.9061879868059883,0.3188,0.4812,1.3394,0.4787,5.1233,5.1233,0.9142846378910221,0.0,1.455256966855535e-05,0.0,0.0,0.0,,,
10657.replicate.5,BUSTEDS,null-0.0,39.0,5000.0,0.5,153844.1021670509,0.9447,0.1035,0.9717,0.4203,1.0146,0.4762,0.029459151831023184,0.2624,0.4494,1.3102,0.5033,4.714,4.714,0.9068366661633726,0.0,,,,,,0.0,
10657.replicate.5,BUSTEDS-MH,null-0.0,39.0,5000.0,0.5,153849.503354356,0.9128,0.0607,0.9375,0.0708,1.0,0.8685,0.03862459708087563,0.2622,0.449,1.3092,0.5037,4.7127,4.7127,0.907008853441903,0.0,0.0,0.0,0.1559684907400285,,,,
10657.replicate.6,BUSTEDS,null-0.0,39.0,5000.0,0.5,156263.166965466,0.9646,0.289,0.9982,0.711,5.6545,0.0,0.8676157585909035,0.2537,0.4402,1.2816,0.5129,4.9273,4.9273,0.9308688090389718,0.0,,,,,,,
10657.replicate.6,BUSTEDS-MH,null-0.0,39.0,5000.0,0.5,156269.1770952782,0.9665,0.4951,0.9854,0.1864,1.0218,0.3185,0.023152821775312273,0.2538,0.4403,1.2817,0.5128,4.9257,4.9257,0.9307066574267251,0.0,0.0,0.0,0.0,0.0,,,
10657.replicate.7,BUSTEDS,null-0.0,39.0,5000.0,0.4536311336281982,155491.152296332,0.9994,0.0,1.0,0.9873,1.8111,0.0127,0.30113977688100824,0.256,0.4352,1.2501,0.5123,4.7301,4.7301,0.9227844134219377,0.0,,,,,,0.0,
10657.replicate.7,BUSTEDS-MH,null-0.0,39.0,5000.0,0.4574738196822534,155496.0490760285,0.9928,0.9124,0.9994,0.0,1.1886,0.0876,0.08562502843323631,0.2574,0.436,1.2513,0.5116,4.7297,4.7297,0.9220740257049684,0.0,0.00280710571215289,0.0,0.0,0.0,,,
10657.replicate.8,BUSTEDS,null-0.0,39.0,5000.0,0.1486750957855358,155700.9014509041,1.0,0.2921,1.0,0.4399,1.143,0.2679,0.06434379237014083,0.2405,0.438,1.2616,0.5056,4.5573,4.5573,0.9120068705211583,0.0,,,,,,0.0,
10657.replicate.8,BUSTEDS-MH,null-0.0,39.0,5000.0,0.5,155708.6871934256,0.3926,0.0,1.0,1.0,1.1227,0.0,0.3807180048911215,0.2403,0.4374,1.2591,0.5058,4.5459,4.5459,0.9117385163254779,0.0,0.0,0.00166927587334586,0.0,,,,
10657.replicate.9,BUSTEDS,null-0.0,39.0,5000.0,0.3537072344413397,151391.1785201984,0.6493,0.0067,0.6855,0.5213,1.291,0.472,0.33628506199958363,0.2883,0.4861,1.3515,0.4701,5.1251,5.1251,0.9203626620923018,0.0,,,,,,0.0,
10657.replicate.9,BUSTEDS-MH,null-0.0,39.0,5000.0,0.3116943818879635,151396.8653076412,0.5891,0.1141,0.9782,0.8745,4.298,0.0114,0.8512498718785385,0.2877,0.4852,1.3498,0.4708,5.1168,5.1168,0.9203013861069683,0.0,0.0,0.0,0.0,0.0,,,
10662.replicate.1,BUSTEDS,null-0.0,29.0,5000.0,0.5,217825.7744463411,0.9632,0.0082,0.9651,0.3547,1.0,0.6371,0.01733187547377239,0.2479,0.4652,1.1193,0.4072,3.3599,3.3599,0.8318950160562529,0.0,,,,,,,
10662.replicate.1,BUSTEDS-MH,null-0.0,29.0,5000.0,0.5,217831.7621595483,0.967,0.0,0.9859,1.0,1.0017,0.0,0.014403012489012969,0.2477,0.4648,1.1184,0.4073,3.3586,3.3586,0.8320522876643727,0.0,0.0,0.0,0.0,,,,
10662.replicate.10,BUSTEDS,null-0.0,29.0,5000.0,0.5,222301.058431719,0.9869,1.0,0.9926,0.0,1.1895,0.0,0.08916863548924199,0.2364,0.4288,1.039,0.4316,3.2253,3.2253,0.8419006097721553,0.0,,,,,,,
10662.replicate.10,BUSTEDS-MH,null-0.0,29.0,5000.0,0.5,222307.0915403269,0.6945,0.065,0.8662,0.0038,1.0082,0.9311,0.14978240210435156,0.2362,0.4287,1.0383,0.4315,3.2241,3.2241,0.8420306045909159,0.0,0.0,0.0,0.0,0.0,,,
10662.replicate.2,BUSTEDS,null-0.0,29.0,5000.0,0.4611056514766337,220521.010901122,0.9306,0.0885,0.9677,0.0212,1.0171,0.8903,0.03646046803016594,0.2428,0.4504,1.1107,0.4251,3.3594,3.3594,0.8359897835204023,0.0,,,,,,0.0,
10662.replicate.2,BUSTEDS-MH,null-0.0,29.0,5000.0,0.4592675963353912,220519.6134326924,0.9994,0.0,1.0,0.8876,1.0711,0.1124,0.03288634497679257,0.2437,0.4514,1.1135,0.4246,3.365,3.365,0.8355577463073,0.0,0.0,0.004255544214476692,0.0,0.0,,,
10662.replicate.3,BUSTEDS,null-0.0,29.0,5000.0,0.2903820035007714,218481.023898608,0.0,0.0492,1.0,0.027,1.0441,0.9238,0.7076002930945846,0.2439,0.4702,1.1277,0.4022,3.3822,3.3822,0.8338460565150082,0.0,,,,,,0.0,
10662.replicate.3,BUSTEDS-MH,null-0.0,29.0,5000.0,0.2901291770361829,218487.0325066129,0.0,0.0492,0.9974,0.0277,1.0446,0.9231,0.7076732485063175,0.244,0.4704,1.1285,0.4021,3.3829,3.3829,0.8336862671588576,0.0,0.0,0.0,0.0,0.0,,,
10662.replicate.4,BUSTEDS,null-0.0,29.0,5000.0,0.3019140562876893,218113.7941156421,0.9414,0.0869,0.9593,0.0849,1.0342,0.8282,0.041088723029078636,0.2555,0.463,1.1339,0.4176,3.4206,3.4206,0.8320799415071153,0.0,,,,,,0.0,
10662.replicate.4,BUSTEDS-MH,null-0.0,29.0,5000.0,0.2998029495438413,218118.3846432792,0.9775,0.0332,0.9926,0.0312,1.0215,0.9356,0.018306302612108357,0.256,0.4633,1.1334,0.4171,3.4173,3.4173,0.8316475261204553,0.0,0.0,0.002935848429828349,0.0,0.0,,,
10662.replicate.5,BUSTEDS,null-0.0,29.0,5000.0,0.5,220227.9493734453,0.7828,0.0,1.0,1.0,1.3421,0.0,0.22102140112532423,0.2196,0.435,1.0491,0.4288,3.3374,3.3374,0.8587273780489897,0.0,,,,,,,
10662.replicate.5,BUSTEDS-MH,null-0.0,29.0,5000.0,0.5,220233.917643054,0.9916,0.0,1.0,1.0,14.8368,0.0,1.1631606463106574,0.2197,0.4348,1.0487,0.4288,3.3348,3.3348,0.8585067595225756,0.0,0.0005952371556477862,0.0,0.0,,,,
10662.replicate.6,BUSTEDS,null-0.0,29.0,5000.0,0.2785475016920964,221508.15657108,0.7486,0.2658,0.9306,0.0933,1.1471,0.6409,0.17290101338838235,0.2444,0.4583,1.0621,0.3958,3.2045,3.2045,0.830064936267268,0.0,,,,,,0.0,
10662.replicate.6,BUSTEDS-MH,null-0.0,29.0,5000.0,0.2670914768270103,221513.9906773836,0.5089,0.1033,0.8762,0.0072,1.0819,0.8894,0.2882127855801877,0.2444,0.4584,1.0618,0.3956,3.204,3.204,0.8300846351075735,0.0,0.0,0.0,0.0431628593915897,0.0,,,
10662.replicate.7,BUSTEDS,null-0.0,29.0,5000.0,0.5,219618.5207080873,0.775,0.0,1.0,1.0,3.9087,0.0,0.7532943882492971,0.2494,0.4676,1.1127,0.3931,3.2014,3.2014,0.8146882483357403,0.0,,,,,,,
10662.replicate.7,BUSTEDS-MH,null-0.0,29.0,5000.0,0.4252344586152135,219624.1971222785,0.988,0.0,1.0,0.9999,45.893,0.0001,1.3261372243241238,0.2488,0.4671,1.1121,0.3936,3.202,3.202,0.8151519502950838,0.0,0.0,0.0,0.0,0.0,,,
10662.replicate.8,BUSTEDS,null-0.0,29.0,5000.0,0.2937174934954874,218356.1044016483,1.0,0.2264,1.0,0.5641,1.0941,0.2095,0.04301008248579824,0.2467,0.4545,1.0821,0.4161,3.3821,3.3821,0.8442683292844375,0.0,,,,,,0.0,
10662.replicate.8,BUSTEDS-MH,null-0.0,29.0,5000.0,0.2922861102264053,218362.1015821867,0.9994,0.0,1.0,0.7662,1.081,0.2338,0.037325643072995365,0.2465,0.4541,1.0811,0.4163,3.3802,3.3802,0.8443933566895678,0.0,0.0,0.0,0.0,0.0,,,
10662.replicate.9,BUSTEDS,null-0.0,29.0,5000.0,0.2311576273798501,218223.1020497624,1.0,0.5541,1.0,0.2568,1.1224,0.1891,0.05543804126135887,0.2456,0.4664,1.1064,0.3986,3.292,3.292,0.8283518221299041,0.0,,,,,,0.0,
10662.replicate.9,BUSTEDS-MH,null-0.0,29.0,5000.0,0.2320462067750406,218229.117741796,0.9892,0.4529,1.0,0.2799,1.1077,0.2672,0.05182393725090167,0.2457,0.4665,1.1068,0.3986,3.2932,3.2932,0.8283484989918578,0.0,0.0,0.0,0.0,0.0,,,
10674.replicate.1,BUSTEDS,null-0.0,39.0,5000.0,0.07359894813735451,166466.9122354549,0.6796,0.1182,0.7201,0.2449,1.2411,0.6369,0.29046068021185273,0.2004,0.4469,1.3737,0.505,4.5074,4.5074,0.8968309055336503,0.0,,,,,,0.0,
10674.replicate.1,BUSTEDS-MH,null-0.0,39.0,5000.0,0.07469486263701752,166472.9475531137,0.8426,0.2123,0.864,0.4295,1.3841,0.3582,0.24302649047660901,0.2003,0.4469,1.3734,0.505,4.5061,4.5061,0.8968242290399865,0.0,0.0,0.0,0.0,0.0,,,
10674.replicate.10,BUSTEDS,null-0.0,39.0,5000.0,0.38074083706056,168657.613315286,0.2718,0.091,0.4559,0.1346,1.1369,0.7744,0.5986629371049302,0.1829,0.4242,1.3044,0.5183,4.2859,4.2859,0.8997423448668005,0.0,,,,,,0.0,
10674.replicate.10,BUSTEDS-MH,null-0.0,39.0,5000.0,0.5,168659.2067102878,0.6501,0.1947,0.93,0.6566,1.5232,0.1487,0.351893786198889,0.1827,0.4236,1.3039,0.5191,4.2871,4.2871,0.9000137584727607,0.0,0.0001218005213277815,0.005551444867026216,0.0,0.0,,,
10674.replicate.2,BUSTEDS,null-0.0,39.0,5000.0,0.5,169047.405238961,0.8467,0.0,1.0,1.0,1.2495,0.0,0.16084069498541825,0.1949,0.4381,1.3248,0.5034,4.2349,4.2349,0.8872173339570485,0.0,,,,,,,
10674.replicate.2,BUSTEDS-MH,null-0.0,39.0,5000.0,0.4974926130952336,169051.1613289992,0.6953,0.0,0.9727,0.0363,1.0043,0.9637,0.1558394120508514,0.1954,0.4377,1.3235,0.5037,4.2319,4.2319,0.8870842579179015,0.0,0.004674149736950779,0.0,0.0,0.0,,,
10674.replicate.3,BUSTEDS,null-0.0,39.0,5000.0,0.435084483236851,165984.170064722,0.7617,0.2235,0.9143,0.0062,1.0876,0.7703,0.14452621354965173,0.1569,0.4132,1.2888,0.5323,4.5735,4.5735,0.933566661470224,0.0,,,,,,0.0,
10674.replicate.3,BUSTEDS-MH,null-0.0,39.0,5000.0,0.4377589618891465,165990.1402686068,0.7467,0.1466,0.9468,0.2309,1.1005,0.6226,0.15553153393938343,0.157,0.4132,1.2889,0.5323,4.571,4.571,0.9333313192263318,0.0,0.0,0.0005656098424107117,0.0,0.0,,,
10674.replicate.4,BUSTEDS,null-0.0,39.0,5000.0,0.4614207166205411,170369.4739379828,0.978,0.4488,1.0,0.55,7.2158,0.0012,0.9578266040011088,0.1853,0.418,1.3051,0.5308,4.4847,4.4847,0.9143598721103154,0.0,,,,,,0.0,
10674.replicate.4,BUSTEDS-MH,null-0.0,39.0,5000.0,0.4709840410178779,170375.5236534951,0.7741,0.3128,0.9396,0.3132,1.2315,0.374,0.19261291070995826,0.1852,0.4179,1.3044,0.5308,4.4841,4.4841,0.9144974564459686,0.0,0.0,0.0,0.0,0.0,,,
10674.replicate.5,BUSTEDS,null-0.0,39.0,5000.0,0.4133632212633589,168681.797319186,0.7808,0.1315,0.9071,0.6401,1.4207,0.2284,0.26706103034685535,0.1896,0.427,1.3018,0.521,4.63,4.63,0.9245595114745,0.0,,,,,,0.0,
